"Data_Status","State","MSN","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"2023F","US","ESICV"," 5624.1"," 6256"," 7173"," 8283.8"," 11184"," 13760.4"," 16083.1"," 18956.2"," 21798.5"," 24797.2"," 28863.2"," 34006.8"," 35364.2"," 37016.8"," 39049.7"," 40189.9"," 39271.5"," 39108.9"," 40507.5"," 42254.8"," 43357.5"," 44201"," 45474.4"," 45726.4"," 46256.5"," 45402.2"," 46102.4"," 45610.5"," 45634.1"," 45429.3"," 47858.8"," 48518.7"," 46605.6"," 49962.3"," 51491"," 56229.4"," 59764.2"," 62934.1"," 67101.7"," 59816.1"," 62766.6"," 64566"," 62936.6"," 64944.2"," 67630.4"," 65168.6"," 63125.8"," 64590.5"," 66147.2"," 65321"," 61249.7"," 68815.7"," 81402.9"," 77912.9"
"2023F","US","ESISB"," 1881319"," 1940500"," 2109865"," 2261143"," 2257970"," 2268146"," 2483055"," 2587146"," 2665820"," 2774038"," 2668870"," 2704689"," 2437631"," 2546397"," 2758541"," 2759110"," 2717936"," 2796854"," 2939548"," 3050457"," 3114947"," 3117631"," 3207990"," 3214961"," 3303902"," 3319980"," 3417119"," 3432697"," 3475518"," 3499032"," 3519172"," 3283785"," 3260223"," 3338152"," 3348726"," 3352502"," 3316275"," 3364242"," 3298838"," 2983444"," 3156080"," 3224751"," 3210961"," 3204806"," 3242598"," 3206071"," 3170858"," 3192728"," 3250225"," 3259183"," 3122171"," 3268408"," 3334322"," 3296503"
"2023F","US","ESRCD"," 6.51"," 6.8"," 7.09"," 7.44"," 9.09"," 10.29"," 10.93"," 11.87"," 12.63"," 13.6"," 15.71"," 18.17"," 20.11"," 21.04"," 20.96"," 21.66"," 21.75"," 21.82"," 21.92"," 22.41"," 22.96"," 23.57"," 24.06"," 24.4"," 24.57"," 24.63"," 24.5"," 24.71"," 24.21"," 23.93"," 24.14"," 25.16"," 24.75"," 25.56"," 26.22"," 27.68"," 30.49"," 31.22"," 33.01"," 33.73"," 33.81"," 34.34"," 34.82"," 35.54"," 36.69"," 37.08"," 36.78"," 37.77"," 37.71"," 38.14"," 38.55"," 40.03"," 44.08"," 46.89"
"2023F","US","ESRCV"," 10351.7"," 11589.1"," 13034.3"," 14712.5"," 17923.7"," 20643.7"," 22620.7"," 26132.2"," 29069.5"," 31682.8"," 38457.6"," 44780.4"," 50045"," 53918.1"," 55776.6"," 58671.7"," 60776.4"," 63317.9"," 66793.2"," 69243.3"," 72378.4"," 76828"," 76848.4"," 82813.8"," 84552.3"," 87609.6"," 90502.9"," 90703.9"," 93360.1"," 93482.4"," 98209.4"," 103157.9"," 106833.6"," 111248.9"," 115577.1"," 128392.7"," 140582.4"," 148294.9"," 155496.5"," 157043.6"," 166778"," 166713.9"," 163280.4"," 169130.6"," 176178"," 177623.6"," 177076.7"," 177661.2"," 189033"," 187436"," 192663.2"," 200833.9"," 226989.6"," 231992.7"
"2023F","US","ESRFB"," 66435"," 70697"," 77152"," 79779"," 78824"," 78217"," 89828"," 94813"," 94755"," 98535"," 112135"," 112746"," 104134"," 101313"," 100156"," 95956"," 115834"," 131437"," 119304"," 107891"," 111173"," 112111"," 110910"," 119123"," 135330"," 135330"," 109631"," 109631"," 111187"," 111603"," 112013"," 116646"," 118468"," 116066"," 124176"," 124859"," 134272"," 142721"," 145631"," 146781"," 157727"," 157617"," 152295"," 157215"," 161132"," 159893"," 161695"," 165697"," 164069"," 160845"," 150217"," 145686"," 147501"," 147078"
"2023F","US","ESSCB"," 4684092"," 4943375"," 5365536"," 5764665"," 5741788"," 5882857"," 6240272"," 6552996"," 6790394"," 6968055"," 7034118"," 7213165"," 7014799"," 7237744"," 7698981"," 7833443"," 7966351"," 8252776"," 8677045"," 8923023"," 9144063"," 9311843"," 9317693"," 9644186"," 9877398"," 10146004"," 10471414"," 10623192"," 11026368"," 11189238"," 11561853"," 11465245"," 11705702"," 11804803"," 11979824"," 12366366"," 12387491"," 12701961"," 12594656"," 12125484"," 12653792"," 12636858"," 12453850"," 12552034"," 12684026"," 12665789"," 12675824"," 12538394"," 13003471"," 12842800"," 12534489"," 12839957"," 13252000"," 13071875"
"2023F","US","ESTCD"," 4.98"," 5.3"," 5.54"," 5.86"," 7.42"," 8.61"," 9.13"," 10.11"," 10.92"," 11.78"," 13.95"," 16.14"," 18.16"," 18.62"," 18.5"," 19.05"," 19.05"," 18.74"," 18.68"," 18.98"," 19.32"," 19.84"," 20.06"," 20.38"," 20.33"," 20.29"," 20.16"," 20.13"," 19.8"," 19.52"," 20.03"," 21.41"," 21.15"," 21.85"," 22.38"," 23.92"," 26.15"," 26.84"," 28.62"," 28.9"," 28.92"," 29.12"," 28.98"," 29.64"," 30.74"," 30.66"," 30.26"," 30.88"," 31.02"," 31.05"," 31.19"," 32.66"," 36.35"," 37.34"
"2023F","US","ESTCV"," 23344.7"," 26201.8"," 29712.5"," 33773.9"," 42586.5"," 50679.9"," 56972.4"," 66225"," 74159.2"," 82051.3"," 98095"," 116454.9"," 127393.3"," 134730.9"," 142420.4"," 149232.6"," 151792.8"," 154684.9"," 162063.1"," 169332.4"," 176690.9"," 184767.2"," 186905.5"," 196531.6"," 200831.3"," 205876.4"," 211105.4"," 213843.4"," 218361.5"," 218412.8"," 231577.5"," 245482.8"," 247598.2"," 257992.3"," 268133.2"," 295786.9"," 323962.5"," 340924.7"," 360453.9"," 350435"," 365912.7"," 368009.4"," 360862.9"," 372068.1"," 389872.1"," 388344.2"," 383566.8"," 387222.1"," 403349"," 398774.2"," 390933.6"," 419304"," 481757.2"," 488124.3"
"2023F","US","ESTXD"," 4.98"," 5.3"," 5.54"," 5.86"," 7.42"," 8.61"," 9.13"," 10.11"," 10.92"," 11.78"," 13.95"," 16.14"," 18.16"," 18.62"," 18.5"," 19.05"," 19.05"," 18.74"," 18.68"," 18.98"," 19.32"," 19.84"," 20.06"," 20.38"," 20.33"," 20.29"," 20.16"," 20.13"," 19.8"," 19.52"," 20.03"," 21.41"," 21.15"," 21.85"," 22.38"," 23.92"," 26.15"," 26.84"," 28.62"," 28.9"," 28.92"," 29.12"," 28.98"," 29.64"," 30.74"," 30.66"," 30.26"," 30.88"," 31.02"," 31.05"," 31.19"," 32.66"," 36.35"," 37.34"
"2023F","US","ESTXV"," 23344.7"," 26201.8"," 29712.5"," 33773.9"," 42586.5"," 50679.9"," 56972.4"," 66225"," 74159.2"," 82051.3"," 98095"," 116454.9"," 127393.3"," 134730.9"," 142420.4"," 149232.6"," 151792.8"," 154684.9"," 162063.1"," 169332.4"," 176690.9"," 184767.2"," 186905.5"," 196531.6"," 200831.3"," 205876.4"," 211105.4"," 213843.4"," 218361.5"," 218412.8"," 231577.5"," 245482.8"," 247598.2"," 257992.3"," 268133.2"," 295786.9"," 323962.5"," 340924.7"," 360453.9"," 350435"," 365912.7"," 368009.4"," 360862.9"," 372068.1"," 389872.1"," 388344.2"," 383566.8"," 387222.1"," 403349"," 398774.2"," 390933.6"," 419304"," 481757.2"," 488124.3"
"2023F","US","EV0CN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 597"," 362"," 453"," 108"," 92"," 61"," 56"," 45"," 29"
"2023F","US","EV1CN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3781"," 4178"," 4054"," 3733"," 2873"," 3046"," 2774"," 3627"," 3257"," 3104"
"2023F","US","EV2CN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 20636"," 45221"," 60322"," 74880"," 83216"," 92591"," 107235"," 126507"," 146717"," 161534"
"2023F","US","EV2CR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3.33"," 3.49"," 3.61"," 3.59"," 3.67"," 3.78"," 2.87"," 2.91"," 2.75"
"2023F","US","EVCHN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 5070"," 15192"," 19472"," 25913"," 56911"," 75463"," 91461"," 97760"," 110436"," 129164"," 154453"," 179742"," 205362"
"2023F","US","EVCHP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 432"," 440"," 484"," 626"," 2100"," 6200"," 8100"," 10957"," 14901"," 19261"," 22895"," 25146"," 27784"," 31499"," 49242"," 56582"," 67218"
"2023F","US","EVDCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1494"," 6915"," 10725"," 12395"," 11563"," 14707"," 19094"," 24263"," 29723"," 40695"
"2023F","US","EVDCR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 3.21"," 3.56"," 3.75"," 3.92"," 3.96"," 4.18"," 3.98"," 4.08"," 4.15"
"2023F","US","EVNNP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 860"," 1546"," 2084"," 2666"," 2668"," 2712"," 2753"," 414"," 546"
"2023F","US","EVNOP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 4479"," 4982"," 5178"," 5348"," 5923"," 6202"," 7165"," 8023"," 8066"
"2023F","US","EVNTP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 9562"," 12733"," 15633"," 17132"," 19193"," 22585"," 39324"," 48145"," 58606"
"2023F","US","EVPPP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1457"," 1511"," 1431"," 1419"," 1297"," 1467"," 1503"," 1586"," 1043"
"2023F","US","EVPUP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 12222"," 16030"," 19669"," 21859"," 24304"," 28143"," 45315"," 52341"," 63069"
"2023F","US","EVPVP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 1222"," 1720"," 1795"," 1868"," 2183"," 1889"," 2424"," 2655"," 3106"
"2023F","US","FFGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 769945"," 773937"," 780260"," 786247"," 781158"," 774327"," 774294"," 758476"," 750282"," 748241"," 747785"," 739125"," 731207"," 731789"," 724217"," 717285"
"2023F","US","FNICD"," .8"," .84"," .84"," .97"," 2.13"," 2.43"," 2.55"," 2.8"," 3.24"," 3.66"," 6.68"," 8.26"," 7.26"," 6.8"," 6.71"," 6.27"," 3.41"," 4.2"," 3.44"," 4.21"," 5.21"," 4.47"," 4.32"," 3.85"," 3.65"," 4.04"," 4.85"," 4.46"," 2.93"," 4.1"," 6.62"," 5.38"," 5.65"," 6.69"," 8.67"," 11.78"," 14.12"," 15.92"," 22.2"," 13.9"," 17.97"," 23.88"," 23.66"," 23.55"," 21.57"," 11.34"," 9.53"," 11.88"," 15.09"," 13.92"," 9.32"," 15.9"," 22.33"," 18.2"
"2023F","US","FNICV"," 239.3"," 251.7"," 255.4"," 289.9"," 690.7"," 683.3"," 981.3"," 1092.6"," 1272.3"," 1667.4"," 3173.1"," 3638.7"," 2294.5"," 1928"," 1852.7"," 1478.5"," 1164.1"," 1459.4"," 1222.6"," 1636.6"," 1811.3"," 1335.5"," 1629"," 1348.4"," 1455.5"," 1506.1"," 2326.5"," 2393.6"," 1713.7"," 2060.5"," 4063.7"," 2655.7"," 3290.5"," 4098.7"," 6495.5"," 8226.8"," 8878.6"," 8956.2"," 10595.5"," 6557.1"," 8817.7"," 11635.1"," 10737.7"," 12196.2"," 9545.8"," 4854.8"," 4002.7"," 5181"," 6746.1"," 5520.8"," 3303.7"," 5640.8"," 5929.8"," 4948.7"
"2023F","US","FOICD"," .94"," .99"," .99"," 1.15"," 2.5"," 2.86"," 3"," 3.3"," 3.42"," 4.97"," 7.64"," 9.72"," 8.79"," 8"," 7.9"," 7.38"," 4.01"," 4.94"," 4.05"," 4.96"," 6.13"," 5.26"," 5.08"," 4.53"," 4.3"," 4.75"," 5.71"," 5.25"," 3.45"," 4.83"," 7.8"," 6.33"," 6.65"," 7.87"," 10.2"," 13.86"," 16.62"," 18.74"," 26.14"," 16.36"," 21.16"," 28.1"," 27.84"," 27.72"," 25.39"," 13.35"," 11.22"," 13.98"," 17.76"," 16.38"," 10.97"," 18.71"," 26.29"," 21.43"
"2023F","US","FOICV"," 171.1"," 217.4"," 292.9"," 404.7"," 819.6"," 793.1"," 1086.8"," 1887.1"," 2434.3"," 4209"," 6564"," 7074.4"," 4588.5"," 4092.7"," 3712.2"," 3728.8"," 2449.3"," 2742.1"," 2360"," 2704.1"," 4621.6"," 4350.1"," 4141.4"," 3821.3"," 3607"," 3807.5"," 4168.8"," 4523.9"," 2827.7"," 3918.4"," 5630.2"," 4194.3"," 4202.4"," 5504.7"," 7952.4"," 9812.8"," 13139.6"," 13946.7"," 16930.5"," 6948"," 9574.1"," 10919.1"," 7998.1"," 6207.7"," 6276.2"," 3057.6"," 2495.4"," 3676.2"," 4246.4"," 3834.8"," 2379.8"," 4058.7"," 3358"," 2562"
"2023F","US","FSICD"," .43"," .46"," .48"," .53"," 1.15"," 1.31"," 1.38"," 1.66"," 1.19"," 2.88"," 4.04"," 4.46"," 2.72"," 3.67"," 3.62"," 3.39"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","US","FSICV"," 32.4"," 44.2"," 41.9"," 39.2"," 99"," 123.9"," 144.3"," 175.1"," 142.9"," 227.4"," 371"," 190.7"," 121.5"," 201.5"," 251.4"," 256.2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2023F","US","GDPRV",,,,,,,,,,,,,,,,,,,,,,,,,,,," 8577552"," 9062817"," 9631172"," 10250952"," 10581929"," 10929108"," 11456450"," 12217196"," 13039197"," 13815583"," 14474228"," 14769862"," 14478067"," 15048971"," 15599732"," 16253970"," 16880683"," 17608138"," 18295019"," 18804913"," 19612102"," 20656516"," 21539982"," 21354105"," 23681171"," 26006893"," 27720709"
"2023F","US","GDPRX",,,,,,,,,,,,,,,,,,,,,,,,,,,," 12370299"," 12924876"," 13543774"," 14096033"," 14230726"," 14472712"," 14877312"," 15449757"," 15987957"," 16433148"," 16762445"," 16781485"," 16349110"," 16789750"," 17052410"," 17442759"," 17812167"," 18261714"," 18799622"," 19141672"," 19612102"," 20193896"," 20715671"," 20267585"," 21494798"," 22034828"," 22671096"
"2023F","US","GECAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 74.3"," 73"," 71.6"," 71.5"," 68.3"," 71.8"," 72"," 71.9"," 71.6"," 73.2"," 76"," 69.6"," 69.1"," 69.8"," 69"," 69.4"
"2023F","US","GEGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 2229"," 2382"," 2405"," 2409"," 2592"," 2607"," 2514"," 2542"," 2517"," 2483"," 2444"," 2555"," 2572"," 2597"," 2649"," 2696"
"2023F","US","HLACD"," 1.1"," 1.17"," 1.18"," 1.31"," 2.4"," 2.43"," 2.63"," 3.06"," 3.07"," 3.88"," 4.97"," 5.61"," 6"," 6.45"," 6.44"," 9.61"," 9.14"," 8.91"," 9.1"," 8.78"," 9.89"," 11.27"," 10.9"," 11.16"," 11.64"," 11.78"," 11.87"," 11.45"," 10.42"," 12.28"," 15.06"," 16.06"," 14.45"," 16.29"," 18.1"," 20.5"," 22.22"," 24.46"," 28.7"," 22.7"," 25.74"," 29.57"," 22.61"," 23.08"," 24.69"," 14.71"," 14.37"," 19.04"," 20.34"," 17.04"," 15.84"," 24.68"," 24.47"," 19.52"
"2023F","US","HLACV"," 48.6"," 59.7"," 62.7"," 64.8"," 109.3"," 104.9"," 123.6"," 153.2"," 165.7"," 84.4"," 87.7"," 190.8"," 204.5"," 261.1"," 274.5"," 284"," 249.6"," 192.6"," 212.1"," 199.9"," 226.6"," 238.4"," 211.9"," 226.1"," 396.4"," 209.1"," 185.8"," 163"," 184.1"," 175.5"," 179.3"," 220.6"," 206.7"," 291.4"," 346.2"," 578.8"," 611"," 537.5"," 1153.5"," 637.2"," 117.7"," 136"," 102.2"," 140.6"," 188.1"," 147"," 169.9"," 236"," 256.6"," 212.8"," 136.9"," 240.9"," 272.6"," 229"
"2023F","US","HLCCD"," 1.24"," 1.29"," 1.3"," 1.4"," 2.44"," 2.53"," 2.77"," 3.17"," 3.36"," 3.93"," 4.96"," 5.68"," 6.03"," 6.47"," 6.43"," 8.84"," 8.44"," 7.94"," 8.13"," 7.66"," 8.77"," 9.25"," 8.61"," 8.71"," 8.79"," 8.89"," 10.11"," 10.33"," 9.36"," 9.14"," 11.93"," 12.9"," 10.53"," 12.5"," 14.48"," 16.92"," 18.87"," 20.74"," 24.61"," 19.49"," 21.62"," 25.3"," 19.5"," 19.7"," 21.3"," 12.66"," 12.04"," 15.78"," 17.22"," 13.48"," 12.58"," 19.83"," 21.08"," 16.89"
"2023F","US","HLCCV"," 176.7"," 186.8"," 200.3"," 205.2"," 328.5"," 328.5"," 377.1"," 428.7"," 441.6"," 374.8"," 437.7"," 492.4"," 488.9"," 624.8"," 536.2"," 842.2"," 786.2"," 807.4"," 808.4"," 839.5"," 897.7"," 1002.3"," 921.6"," 952.3"," 944.3"," 967.4"," 1238.8"," 1243.6"," 1101.8"," 1283.2"," 1796.1"," 1843.6"," 1485.2"," 1963.5"," 2203"," 2225.6"," 2327.4"," 2521.6"," 3892.6"," 2709.4"," 3027.1"," 3605.3"," 2643.1"," 2986.2"," 3417.7"," 1874.6"," 1806"," 2455.9"," 3029.4"," 2453.9"," 2529.9"," 4301.7"," 4249.6"," 3109.7"
"2023F","US","HLICD"," 1.14"," 1.21"," 1.23"," 1.37"," 2.53"," 2.64"," 2.84"," 3.34"," 3.32"," 4.24"," 5.4"," 6.03"," 6.5"," 7.04"," 6.84"," 6.22"," 6.14"," 5.63"," 5.45"," 4.44"," 5.95"," 6.01"," 5.43"," 5.41"," 5.88"," 5.81"," 7.28"," 6.54"," 4.97"," 5.76"," 8.68"," 8.16"," 7.04"," 9.22"," 11.37"," 13.62"," 16.26"," 18.2"," 22.6"," 14.45"," 17.35"," 21.41"," 15.46"," 14.74"," 14.89"," 8.49"," 8.15"," 10.47"," 12.02"," 8.62"," 7.25"," 13.21"," 12.92"," 8.84"
"2023F","US","HLICV"," 1045.9"," 1112.7"," 1311.5"," 1565.7"," 2881.7"," 2760"," 3183.9"," 3747.2"," 3679.2"," 6711.5"," 7967.5"," 8789.1"," 9656.2"," 10064"," 10781.9"," 9804.1"," 9217.6"," 9078.6"," 9070.8"," 7273.7"," 8916.1"," 9828.3"," 9432.8"," 9061.8"," 11028"," 11060.9"," 14347.5"," 13235.5"," 9646.4"," 12290.2"," 18555"," 15757.1"," 14626.7"," 17928.5"," 23384.9"," 26247.9"," 32857.6"," 36734.5"," 39332.6"," 26801.6"," 38128.1"," 46383.3"," 36262.2"," 37429.5"," 35736.5"," 22132.7"," 21062"," 27886.2"," 36252.9"," 26981.3"," 23527.9"," 46423.5"," 41767.9"," 30480.3"
"2023F","US","HLISB"," 915761"," 922889"," 1070482"," 1145829"," 1138450"," 1044104"," 1119776"," 1123384"," 1109154"," 1584457"," 1474792"," 1457724"," 1485954"," 1429336"," 1575404"," 1576081"," 1501699"," 1611987"," 1665651"," 1639448"," 1499243"," 1634704"," 1737516"," 1674717"," 1877044"," 1905291"," 1970157"," 2024495"," 1941383"," 2132324"," 2138501"," 1930513"," 2076702"," 1944695"," 2056587"," 1927003"," 2021163"," 2017864"," 1740465"," 1854474"," 2197572"," 2166614"," 2345288"," 2539558"," 2400080"," 2606150"," 2582848"," 2663215"," 3015380"," 3130448"," 3243811"," 3513936"," 3233616"," 3447571"
"2023F","US","HLRCD"," 2.05"," 2.02"," 2.1"," 3.59"," 3.68"," 3.96"," 4.34"," 4.83"," 4.68"," 6.53"," 7.82"," 8.2"," 9.08"," 9.31"," 9.31"," 8.98"," 8.41"," 8.44"," 8.25"," 10.32"," 10.79"," 10.7"," 10.11"," 9.94"," 10.09"," 10.02"," 11.32"," 11.28"," 10.15"," 10.04"," 13.39"," 14.67"," 12.38"," 14.65"," 16.54"," 19.13"," 21.43"," 23.31"," 27.52"," 23.56"," 25.65"," 28.25"," 25.91"," 25.3"," 30.05"," 22.75"," 21.56"," 25.15"," 25.93"," 22.72"," 20.59"," 26.81"," 29.39"," 27.25"
"2023F","US","HLRCV"," 1124.1"," 1123.5"," 1259.7"," 2047.6"," 1936.9"," 2030.1"," 2310.3"," 2512.8"," 2362.7"," 2221.5"," 2436.5"," 2452.5"," 2625.4"," 3201.6"," 2608.2"," 2825.1"," 2593.4"," 2893.9"," 2818.2"," 3958.1"," 3804.8"," 4052.5"," 3741.1"," 3878.8"," 3874.6"," 3959.7"," 5314.2"," 5138.7"," 4308.9"," 5289.3"," 7439.7"," 7721.2"," 6661"," 7984.3"," 8473.8"," 9822.1"," 9559.1"," 11286.9"," 15230.8"," 12904.2"," 13589.5"," 13914.7"," 10250.7"," 11725.8"," 14707.7"," 10141.7"," 9267.8"," 10830.2"," 13134"," 12801.6"," 10189.1"," 12981.4"," 14820.9"," 12877.2"
"2023F","US","HLRFB"," 14735"," 24890"," 48507"," 46542"," 68211"," 82044"," 40910"," 37648"," 49033"," 171678"," 242898"," 220150"," 204649"," 72854"," 247943"," 236432"," 227810"," 261028"," 242961"," 248284"," 281375"," 323001"," 360870"," 362732"," 374188"," 363411"," 373350"," 341120"," 307717"," 379754"," 359042"," 281161"," 236508"," 240432"," 235538"," 211335"," 149734"," 189094"," 163517"," 137527"," 9234"," 4959"," 5842"," 5032"," 8857"," 11546"," 9591"," 10259"," 9007"," 8362"," 7824"," 5477"," 6691"," 7813"
"2023F","US","HLSCB"," 1652286"," 1675406"," 1878297"," 1912855"," 1845381"," 1729258"," 1835639"," 1829018"," 1799111"," 2041924"," 1892329"," 1877363"," 1890170"," 1910475"," 1981654"," 2015562"," 1930422"," 2077940"," 2129919"," 2155191"," 1977155"," 2142871"," 2233891"," 2194456"," 2402669"," 2427239"," 2577710"," 2614524"," 2501211"," 2813629"," 2856602"," 2613480"," 2769830"," 2664837"," 2740295"," 2600314"," 2618101"," 2645690"," 2492286"," 2569358"," 2871992"," 2806336"," 2880889"," 3160740"," 3057697"," 3209881"," 3174567"," 3261984"," 3710507"," 3888372"," 3948435"," 4224800"," 3950698"," 4115894"
"2023F","US","HLTCD"," 1.45"," 1.48"," 1.51"," 2.03"," 2.85"," 3.02"," 3.27"," 3.74"," 3.7"," 4.6"," 5.78"," 6.35"," 6.86"," 7.41"," 7.17"," 6.82"," 6.65"," 6.24"," 6.06"," 5.69"," 7"," 7.06"," 6.4"," 6.43"," 6.76"," 6.67"," 8.18"," 7.57"," 6.09"," 6.77"," 9.79"," 9.77"," 8.3"," 10.57"," 12.56"," 14.95"," 17.32"," 19.31"," 23.92"," 16.76"," 19.1"," 22.82"," 17.1"," 16.54"," 17.68"," 10.68"," 10.18"," 12.69"," 14.2"," 10.92"," 9.21"," 15.14"," 15.47"," 11.35"
"2023F","US","HLTCV"," 2395.3"," 2482.7"," 2834.3"," 3883.3"," 5256.5"," 5223.6"," 5994.8"," 6841.9"," 6649.1"," 9392.2"," 10929.4"," 11924.9"," 12974.9"," 14151.4"," 14200.9"," 13755.4"," 12846.7"," 12972.5"," 12909.4"," 12271.2"," 13845.3"," 15121.5"," 14307.4"," 14119"," 16243.2"," 16197.1"," 21086.2"," 19780.8"," 15241.1"," 19038.2"," 27970.1"," 25542.5"," 22979.6"," 28167.7"," 34407.9"," 38874.4"," 45355.2"," 51080.6"," 59609.5"," 43052.4"," 54862.4"," 64039.4"," 49258.1"," 52282.1"," 54050.1"," 34296.1"," 32305.7"," 41408.3"," 52672.8"," 42449.7"," 36383.8"," 63947.5"," 61111"," 46696.1"
"2023F","US","HLTXD"," 1.45"," 1.48"," 1.51"," 2.03"," 2.85"," 3.02"," 3.27"," 3.74"," 3.7"," 4.6"," 5.78"," 6.35"," 6.86"," 7.41"," 7.17"," 6.82"," 6.65"," 6.24"," 6.06"," 5.69"," 7"," 7.06"," 6.4"," 6.43"," 6.76"," 6.67"," 8.18"," 7.57"," 6.09"," 6.77"," 9.79"," 9.77"," 8.3"," 10.57"," 12.56"," 14.95"," 17.32"," 19.31"," 23.92"," 16.76"," 19.1"," 22.82"," 17.1"," 16.54"," 17.68"," 10.68"," 10.18"," 12.69"," 14.2"," 10.92"," 9.21"," 15.14"," 15.47"," 11.35"
"2023F","US","HLTXV"," 2395.3"," 2482.7"," 2834.3"," 3883.3"," 5256.5"," 5223.6"," 5994.8"," 6841.9"," 6649.1"," 9392.2"," 10929.4"," 11924.9"," 12974.9"," 14151.4"," 14200.9"," 13755.4"," 12846.7"," 12972.5"," 12909.4"," 12271.2"," 13845.3"," 15121.5"," 14307.4"," 14119"," 16243.2"," 16197.1"," 21086.2"," 19780.8"," 15241.1"," 19038.2"," 27970.1"," 25542.5"," 22979.6"," 28167.7"," 34407.9"," 38874.4"," 45355.2"," 51080.6"," 59609.5"," 43052.4"," 54862.4"," 64039.4"," 49258.1"," 52282.1"," 54050.1"," 34296.1"," 32305.7"," 41408.3"," 52672.8"," 42449.7"," 36383.8"," 63947.5"," 61111"," 46696.1"
"2023F","US","HPCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 9.8"," 10.2"," 10.2"," 11.2"," 11.4"," 10.8"," 10.4"," 10.5"," 10.2"," 11.1"," 10.9"
"2023F","US","HPGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 21858"," 22160"," 22199"," 22293"," 22368"," 22389"," 22480"," 22570"," 22779"," 22810"," 22830"," 22778"," 23016"," 23008"," 23044"," 23147"
"2023F","US","HVCAS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 37.1"," 39.6"," 37.5"," 45.8"," 39.6"," 38.8"," 37.2"," 35.7"," 38.2"," 43"," 41.9"," 41.2"," 40.7"," 36"," 36.3"," 35"
"2023F","US","HVGBP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," 77930"," 78518"," 78825"," 78652"," 78738"," 79200"," 79683"," 79670"," 79913"," 79795"," 79872"," 79773"," 79924"," 79910"," 80068"," 79985"
"2023F","US","JFACD"," .73"," .77"," .77"," .91"," 1.57"," 2.05"," 2.25"," 2.59"," 2.87"," 3.9"," 6.36"," 7.57"," 7.23"," 6.53"," 6.25"," 5.91"," 3.92"," 4.03"," 3.8"," 4.39"," 5.68"," 4.83"," 4.52"," 4.29"," 3.95"," 4"," 4.82"," 4.53"," 3.35"," 4.01"," 6.64"," 5.72"," 5.33"," 6.46"," 8.93"," 12.86"," 14.8"," 16.01"," 22.56"," 12.61"," 16.32"," 22.64"," 23.04"," 22.12"," 20.63"," 12.12"," 9.83"," 12.09"," 15.72"," 14.61"," 9.79"," 14.51"," 26.05"," 20.9"
